sequence,length,chi_squared,log_chi_squared,p_value
00010110011001001011111000110011,32,7.089661319073084,0.8506254889530398,0.41905775014311075
10111111101000011100111010000111,32,12.749607760992959,1.105496823996902,0.1740610497072339
00000010111000000000011010011111,32,88.31917634765504,1.946055010234123,0.013831344433128834
11111000110001000010011100010010,32,4.78858605025588,0.6802072960403499,0.6378443222492933
11010001010111100000110001100111,32,2.2796733942844,0.3578726306757216,0.9134315811097622
00001011110110101001111011001110,32,5.698522224138922,0.755762246354734,0.5403643483296037
01110111011011111001100101111011,32,1.490903340808464,0.17344948791022458,0.990491010248661
00011111100101111011011011110001,32,5.459937660978033,0.7371876841611835,0.5523543395102024
10100010101001011110110110101110,32,7.83172330515784,0.89385733543887,0.3613806823268533
11001000100100010110100000111001,32,2.7233511586452765,0.43510364443549965,0.8743226826190948
10000100100111000001011111100001,32,6.881149782190153,0.8376610112500689,0.4353432599455118
01110101011100011011000011100011,32,5.978782128687252,0.7766127276912843,0.5171426301822066
10011011001100100010011101101100,32,10.9777183600713,1.0405120845039006,0.22033608611673117
10001100000111001011110100110001,32,2.2796733942844,0.3578726306757216,0.9134315811097622
00011001000010101100001000000010,32,9.983119347445722,0.9992662631022101,0.26116827270016074
00011000010110101101100100111100,32,4.772526019205336,0.6787483047904813,0.6442017611116171
10001111010010011101111111001100,32,9.676897738567567,0.9857361516307837,0.27757281763479114
00011000001000110001101001011000,32,5.635115864527629,0.7509028500729296,0.542126308195293
01100100011110110110011010110011,32,7.433327583232707,0.871183272377206,0.39632400777190924
10110011100100011110100010011001,32,2.5242366741417976,0.40213007222621155,0.9018529877066612
11011000011111010111010011000000,32,4.693466497732675,0.6714937221908468,0.6564907319843769
10111111010100101010010101011111,32,16.01682340647858,1.20457638728921,0.13706402387470007
00100111110001101001010111100110,32,2.422275889828072,0.38422360643967846,0.9075583815574646
11010101110001011011011000000101,32,5.73375745282439,0.7584393176429216,0.5371946850791574
01101001011011011101000000110001,32,4.7391050464072775,0.6756963353230359,0.6541414521634579
10010011110111100010010010100101,32,3.4249324363176354,0.534652008580606,0.7936206590384245
10100100101100110100001010100000,32,5.6085503996319925,0.7488506268904247,0.543642426840961
11001101111001110110101011111010,32,1.990903340808464,0.29905017536014133,0.9643133208155632
10111111000001111110100001111000,32,22.799890946367423,1.357932769741501,0.07289368379861116
01101000001100000101111011100100,32,6.209085158990282,0.7930276163326865,0.5058025605976582
01001111110001110111011100110101,32,6.62502304997234,0.8211873936214312,0.4549607578665018
10100100010101110101100101110110,32,7.349376114081997,0.866250473545197,0.4060819735750556
01111000011010011011101000011110,32,11.462653096429188,1.059285149200684,0.2076623016037047
10011000001010100101100010111000,32,2.7768270944741533,0.4435488382473398,0.8619050607085228
01100101011111010001100011101010,32,4.25632798573975,0.6290350866057383,0.7232384998351336
10010111110000010010111111010001,32,10.446235171184462,1.0189597986786565,0.23935521999374032
01000010000001001101011010101001,32,8.883662576164049,0.94859205459357,0.3106397842057049
00010111001111000101000111101010,32,6.636162382841699,0.8219170044031495,0.45227586664259434
00010011001010110000111101100010,32,2.2190500833764593,0.34616710425479924,0.9305477626621723
00000010000101100001011001101101,32,6.632843186824735,0.8216997298625637,0.45328270085155964
01000011011011100001010111011011,32,2.272526019205336,0.3565088643616008,0.9219896718859673
11011101110000111100100110011100,32,6.915128514749008,0.8398002557002392,0.43349739722907543
11101110001100110011001101010101,32,4.408199643493761,0.6442612551051359,0.6848681457340717
11011011010010111001011010101110,32,6.286096256684492,0.7983810269244592,0.49374276772141457
00101100100111100110001101010010,32,5.076821344373526,0.7055918806553592,0.6029416117817163
00001101010100010101000110100011,32,4.096429187510781,0.6124054518747446,0.7433206457644701
10011000010111000010011001000010,32,6.115634523604163,0.7864415236459975,0.5117896283045411
10111010011000111110111010011001,32,2.7233511586452765,0.43510364443549965,0.8743226826190948
11010000011101101100001001101100,32,4.2796733942844,0.6314106268467415,0.7133372370153666
01101100101000011001011111010101,32,5.6085503996319925,0.7488506268904247,0.543642426840961
01101000010111011100001100101000,32,2.8402622045885804,0.453358434677155,0.8561996668577194
10011100010101011110001011010010,32,4.096429187510781,0.6124054518747446,0.7433206457644701
01111001101000110000100111000101,32,2.772526019205336,0.44287563054501283,0.8686172887682915
10010001100100110101111101111000,32,1.490903340808464,0.17344948791022458,0.990491010248661
10110111111000111000001001000010,32,4.813787353347649,0.6824869016208835,0.6322101186960936
00001101101110110000001010001111,32,5.459937660978033,0.7371876841611835,0.5523543395102024
01000101011111011010100001010010,32,9.25293542636996,0.9662795313591787,0.29396759485825896
01001000001101011010100001001001,32,5.6085503996319925,0.7488506268904247,0.543642426840961
10110100111000011000011010011011,32,4.772526019205336,0.6787483047904813,0.6442017611116171
00010011111111011001100100000001,32,29.048779107602634,1.463127884128295,0.05659418413415551
11001101010000010000010010111001,32,7.123351158645276,0.8526843542144017,0.4173796931281686
11101100111001010010011011001110,32,6.279857397504456,0.797949781925081,0.496187936514616
10011001100110111001000100100111,32,9.577540106951872,0.9812539793125326,0.2834629858843982
11110111000010000011011011000101,32,2.7088896555689725,0.43279131475870447,0.8793568536639214
00011011010010001011001011011001,32,5.779857397504456,0.7619171234999562,0.5347309922799468
11010110111011110001101010101011,32,4.469869472715772,0.6502948412288159,0.677356842905283
00100100001010101110110001111101,32,2.0827036973147033,0.3186274880108801,0.9466265998780727
10110100000000100010001110101100,32,19.674192909487026,1.2938969254201422,0.09992114547640085
11100111101011110111010101100110,32,2.272526019205336,0.3565088643616008,0.9219896718859673
10011010111001001111000010101010,32,4.890173078028866,0.6893242303920596,0.6227858792990446
11101111111010110000010000101011,32,9.807557275109458,0.9915608530433636,0.27058646688237786
11001100110101000000100100001000,32,4.938029777590073,0.6935537045112761,0.6189955826848745
00101111100110110110110110100001,32,5.073791041343224,0.7053325773003216,0.6045717243105173
10011000001000110111001100010101,32,2.7233511586452765,0.43510364443549965,0.8743226826190948
10000000110000101101011010000001,32,12.800138257345614,1.1072146605914626,0.17251281021162868
01000111101010010010100100100011,32,2.534040595710425,0.403813568065893,0.8942457959055901
01000010111010001101000110101111,32,4.334023345408545,0.6368912463365454,0.7027151361107826
10000010010001010101000000010000,32,11.786166900777907,1.071372586731441,0.19805185310542583
11100111001011001101001000110011,32,9.577540106951872,0.9812539793125326,0.2834629858843982
00001100101100110010011101011100,32,5.282703697314703,0.7228562521349833,0.5740467049181461
00000110101111100010101011100101,32,8.94420677361854,0.9515418307484654,0.30779757956042886
01010000000010100010100011000000,32,23.883886191188424,1.3781049930633924,0.06765405787155032
11000010010000110101101110100001,32,5.698522224138922,0.755762246354734,0.5403643483296037
01101101111110010010000000001000,32,42.9124904844986,1.6325837201324909,0.03429530747234821
01000000101100100101100100000000,32,23.466773891723182,1.3704533888177897,0.06980659160763025
00110111100111000001000001110101,32,6.482703697314703,0.8117561719095552,0.47672232147306204
11110011001110011010011011010000,32,7.585360243804266,0.8799762111189482,0.38364361599087715
10001100100100010111110010111001,32,2.7233511586452765,0.43510364443549965,0.8743226826190948
10001000100101101101010011101101,32,4.942959001782532,0.6939870083217002,0.6163106914609671
01011001001011110110000100110001,32,3.3857167500431258,0.5296506221016779,0.7993260528892279
10111111011101011100110001010001,32,7.648195955498187,0.8835590065302483,0.3777998052537441
01011100100001001110100011100110,32,2.94045770800989,0.46841493741599605,0.8344384878873825
00000110010001011001011101001101,32,2.890017825311943,0.4609005214453855,0.8498603403568268
01111111001000100100011011111110,32,35.48854087089381,1.550088143479847,0.053440538700670004
00101110010101101000110011001010,32,5.319964349376114,0.7259087219715318,0.5657454077154398
10110001100101111111001010110111,32,9.232874968169085,0.9653369543733702,0.2961942753754556
11111110101001110111011110001110,32,12.682245332150455,1.1031961501574106,0.17565189860761166
11110110010110100001111101111011,32,7.567149675119314,0.8789323242193876,0.3863956294953823
11001000000000100001111010011100,32,42.27478846264425,1.6260814431240391,0.03596372250467539
11000100010011111111100110010000,32,42.036303039149345,1.6236245141997443,0.03612960036844015
01001110101110001110011100100100,32,6.825311942959002,0.8341225050915262,0.4417116232216358
01100111001000000011001001111111,32,39.357524828113064,1.5950277780902706,0.048451096285134554
00100001001111110110101011000101,32,4.560133164399343,0.6589775250590408,0.6693972200155258
01110110011011100110101100101101,32,5.779857397504456,0.7619171234999562,0.5347309922799468
11110010001100100110011100000110,32,6.603202806049106,0.8197546360880088,0.45837280713021755
01011001100010101000110110010100,32,5.319964349376114,0.7259087219715318,0.5657454077154398
11100001010111100111111001011110,32,9.438518536143349,0.9749038330619877,0.2885519857518375
01110110000000101001110110000100,32,8.318608968514091,0.920050709967925,0.34352971985936165
00011010010101111000110001010110,32,2.1463400609510668,0.33169853165341173,0.9404025338590145
00111110111011010001010101110011,32,2.7768270944741533,0.4435488382473398,0.8619050607085228
11101111001011100101011100110111,32,2.94045770800989,0.46841493741599605,0.8344384878873825
00110100101001110011110010000101,32,3.3857167500431258,0.5296506221016779,0.7993260528892279
10111010000010111110101111001111,32,9.434201598527974,0.9747051524049973,0.28897150000557303
10010000101101101101110011100001,32,2.2190500833764593,0.34616710425479924,0.9305477626621723
11110011111101110010110001001000,32,5.266015517340519,0.7214821345052245,0.5763959847390652
01100001110111111110010111111001,32,22.532008783333787,1.3527999118582117,0.07433274015784264
01111101110100011110110011110011,32,3.5823299407739637,0.5541655828693917,0.7784784827381372
01011101110001101111001000101010,32,5.443131504801334,0.7358488268983072,0.554818032309413
01010101010001110111111011111100,32,19.33877312680558,1.2864289184977866,0.10510181542485952
01000100001001010011101111101111,32,3.2614743258007013,0.513413964122658,0.8112402576953173
00000111001111110001010100101011,32,4.7583563833056735,0.6774569659708781,0.6464391704648733
10001100100011111101111001101001,32,4.241951346217524,0.6275656829946803,0.7267624195665121
10011101110100100101000000011110,32,8.386345153897336,0.923572732542665,0.3382362127304077
01001001100100100110001010111010,32,5.319964349376114,0.7259087219715318,0.5657454077154398
01101001101011010001001001100011,32,5.779857397504456,0.7619171234999562,0.5347309922799468
01111001110101011110010001101100,32,2.2190500833764593,0.34616710425479924,0.9305477626621723
00100001010000010100100000111110,32,17.23136679891898,1.236319727226655,0.12377392826601863
01010010101100101100101000010011,32,8.469869472715772,0.9278767175661173,0.33131021820008755
01100100000000100010010100110011,32,21.606456724103783,1.334583552105831,0.08127023000270128
01101110111010110010011100010100,32,4.325311942959002,0.6360174343951429,0.7081352602690458
00010011110000011000110111111101,32,10.872619663701258,1.036334196194734,0.2253917185589671
01110001000110001101010111111100,32,11.589381207028264,1.0640602482545947,0.20416543446481228
11000001010000100110010110100111,32,2.422275889828072,0.38422360643967846,0.9075583815574646
11001000010111111100001001100110,32,13.44033859878262,1.1284102099179956,0.16276212874799967
10010110101111000010001110111010,32,4.334023345408545,0.6368912463365454,0.7027151361107826
10001101101001010010101011001000,32,6.286096256684492,0.7983810269244592,0.49374276772141457
01000100100001101011111100100110,32,4.036068993276348,0.6059585815349188,0.7502566147595644
10101101110000011011111000111111,32,10.652117524125638,1.0274359493363454,0.23157646413892508
10101010001101100001110100010010,32,4.096429187510781,0.6124054518747446,0.7433206457644701
01110000010100100010101100011010,32,4.25632798573975,0.6290350866057383,0.7232384998351336
01110000010100001011100101001010,32,4.517641308722903,0.6549117458790772,0.6716713979840279
00101001101000110111010000001111,32,3.354250811458166,0.5255955335114948,0.8043602239340544
10011001011000001111011010001010,32,1.990903340808464,0.29905017536014133,0.9643133208155632
11010000000111001111000011011111,32,13.64586444548494,1.1350010527953978,0.16138928197324276
00111000111111111101111101001000,32,85.90538324420677,1.9340203796636029,0.015673425514250994
10100100000101100100111101011100,32,1.990903340808464,0.29905017536014133,0.9643133208155632
11111100001000101010001000011110,32,11.73352744879932,1.069428593637308,0.19837068393826485
10101011111100101100000000101010,32,27.905276565519973,1.4456863311094077,0.05798597540706396
11111000100101000111011000000100,32,5.96423873624685,0.7755550190464707,0.518708816729486
10101101111001011111010100100011,32,2.9855557472255763,0.47502518487516354,0.819971239194274
01010011111100010111000001101010,32,6.252117524125637,0.7960271330706841,0.5032854750752449
10101111100010100111100101011010,32,5.406233109079409,0.7328947679265649,0.5581026207655668
10100101001100111110110011010110,32,8.383778966131906,0.9234398198478303,0.3389401249587536
10101101000010011011100111011110,32,2.272526019205336,0.3565088643616008,0.9219896718859673
11111110010101100001100001010111,32,9.983119347445722,0.9992662631022101,0.26116827270016074
10000000111001101100011101010001,32,11.589381207028264,1.0640602482545947,0.20416543446481228
10011110010100011110110100111010,32,2.272526019205336,0.3565088643616008,0.9219896718859673
00011101010101001011001111010101,32,7.83172330515784,0.89385733543887,0.3613806823268533
00101110110010111011101110110001,32,6.408199643493761,0.80673603346274,0.48323318269103765
10111001111110011111011000000001,32,24.574260522739223,1.390480458112484,0.06554170930758119
01111101101110001001000101011011,32,2.7768270944741533,0.4435488382473398,0.8619050607085228
11110001000100011000111111011011,32,8.010222290959057,0.9036445683186134,0.3534444309771061
11010111101011110100001011001110,32,6.707434880110402,0.8265564649673832,0.4477123115211725
11110101111111011001011010000110,32,11.18008904441542,1.0484452625257408,0.21357682719826698
11000101100100000101111001010000,32,2.670565234891611,0.42660319110778616,0.8843910247087479
00001111000000101000110010001000,32,7.453698801797997,0.8723718392683718,0.3941904781386256
10110000101110010011001011001101,32,5.076821344373526,0.7055918806553592,0.6029416117817163
01111100010100010001110101000101,32,12.074509803921568,1.081869508469243,0.19156219251453876
10100001101101010011011101100000,32,1.990903340808464,0.29905017536014133,0.9643133208155632
00000101111100010011010010101011,32,7.647415329768271,0.8835146772856166,0.3793558217585087
11011001001010001101001100111011,32,7.665775401069519,0.8845560907460044,0.37584207206964493
11100001011010111010010000101001,32,3.752026910470933,0.5742659445863233,0.7702560033649206
01101111110110101111100101001001,32,7.343026615034729,0.8658751023249018,0.4067043801769614
00000011000001011010001010011111,32,9.893650500952731,0.9953565645900601,0.264871830586344
00011000100110101111101011101011,32,2.7768270944741533,0.4435488382473398,0.8619050607085228
11110000001110010110101000111010,32,4.945159902367257,0.694180339126925,0.611004276201129
00011010111101010000011111010110,32,7.770582485193491,0.8904535748657443,0.36519268807023764
11001111010111101001010011110000,32,12.424328675751825,1.0942729317882156,0.18354527093470097
11010110001111100000011101001010,32,4.7583563833056735,0.6774569659708781,0.6464391704648733
11000111101011110000011001010100,32,2.670565234891611,0.42660319110778616,0.8843910247087479
11100001001011101000101101100110,32,1.622275889828072,0.2101247137722302,0.9824363365769386
00101000100001101010010110000010,32,2.9855557472255763,0.47502518487516354,0.819971239194274
10100011110000100111101101101011,32,5.698522224138922,0.755762246354734,0.5403643483296037
00001011000101000000110011010001,32,3.354250811458166,0.5255955335114948,0.8043602239340544
00010100101110100101100100100110,32,5.319964349376114,0.7259087219715318,0.5657454077154398
00010110010100001101000010001011,32,2.272526019205336,0.3565088643616008,0.9219896718859673
01101001001111011100011000001110,32,2.2796733942844,0.3578726306757216,0.9134315811097622
00101101001100111010100010000111,32,1.622275889828072,0.2101247137722302,0.9824363365769386
11000010100100010111011100000010,32,4.945159902367257,0.694180339126925,0.611004276201129
11100100100001001100011011011111,32,3.334040595710425,0.522970883550082,0.8078841436654329
00010100010001100010100011100111,32,15.73440285204991,1.196850265331177,0.13949809316545725
01100010001001000010001100101100,32,2.5242366741417976,0.40213007222621155,0.9018529877066612
00001001101011001010101010101111,32,10.625467195675924,1.0263480348205372,0.23365822294726968
10010011010111000100110001110010,32,4.75668449197861,0.6773043458834449,0.6507182158529758
10110010101001111111010001101001,32,11.144639674051438,1.047066031533091,0.21475592628121376
01101100100000110111101010011110,32,4.352383416709792,0.6387271468984502,0.6964334398508072
00010000111011010110000000101011,32,8.386345153897336,0.923572732542665,0.3382362127304077
11111011111010111111111100001001,32,90.46330975792075,1.9564724731214411,0.013030674308538437
11101001101111110100001010001101,32,3.8925752321355276,0.5902370149679892,0.7606300581246614
01110111110000001010001011001101,32,4.7583563833056735,0.6774569659708781,0.6464391704648733
11101010101111001000110001010110,32,4.096429187510781,0.6124054518747446,0.7433206457644701
00111010001011000111000001000000,32,8.957999877066815,0.9522110521487221,0.3070195713080466
11001101110000101100000001010110,32,8.765133032685215,0.94275851197832,0.3205808191560209
00111110010011110010000100110001,32,5.8719912598470465,0.7687854004837935,0.5248337248340249
10111000101101011001010101101110,32,7.349376114081997,0.866250473545197,0.4060819735750556
11111010011101000011111000111000,32,12.190368581450176,1.0860168369120635,0.18897158652544022
01000101111011111011000000001001,32,19.627663095215276,1.2928685947977374,0.10046650003641844
10000011011011010110111001101111,32,2.422275889828072,0.38422360643967846,0.9075583815574646
11011100100000101001100001101011,32,2.422275889828072,0.38422360643967846,0.9075583815574646
10111000110110001010000001010011,32,4.821992746942037,0.683226552792696,0.630196450278163
00101000010000101110001110100011,32,5.128140992467368,0.7099599571131019,0.5990700945258141
00110101001000111111100011001101,32,10.134835752482811,1.0058167148081703,0.2533678370527923
10010011100000011001000101111000,32,5.266015517340519,0.7214821345052245,0.5763959847390652
11101101111100101110011011100100,32,4.095900178253119,0.6123493638461657,0.7464530188590288
01011001110001010101011111111011,32,20.58595761536938,1.313571074267557,0.0895290533080697
10000100101001101100100001010001,32,3.4249324363176354,0.534652008580606,0.7936206590384245
10000101011010101000001110110100,32,5.406233109079409,0.7328947679265649,0.5581026207655668
10110111100000011000100000100111,32,5.202379153704156,0.716202000755072,0.5857117436826229
00001101001100100101001000111001,32,2.94045770800989,0.46841493741599605,0.8273067455738783
00001101111001001101110011010001,32,3.5915991029843024,0.5552878544211116,0.7749545630067587
01011001111111000111100000100100,32,10.12841289008272,1.0055413972773037,0.2543746712617576
11010100111101000001010111101011,32,6.8265367143925015,0.8342004302853867,0.43942946568131447
01011101110011110101101100000110,32,1.0737910413432235,0.030919776316143045,1.0
10111110010010111011100111001110,32,4.276827094474154,0.6311216927553683,0.7166933510452509
01000110111101101101001001000100,32,2.0242366741417976,0.30626128893093457,0.9574668481945992
00100010000101111010000100011111,32,7.930786038755677,0.8993162333928233,0.3581162942573428
00011011000100110110001100011010,32,6.614081996434938,0.8204695746687773,0.4568625558167696
10111110011010110100110011001101,32,9.799108734402852,0.9911865767809613,0.2715329607017338
00010000110010000110110011111010,32,3.5582657696509687,0.5512383827536047,0.7820024024695158
00111110010001111000100010000111,32,8.790886090506584,0.9440326526417308,0.31704399129375815
10010101001101110010011100111001,32,4.408199643493761,0.6442612551051359,0.6848681457340717
11010011010111101000010010100100,32,6.297481455925478,0.7991668973132877,0.4895734414458275
01001110010111001001110100100001,32,1.622275889828072,0.2101247137722302,0.9824363365769386
00101101110100000000100110000101,32,18.403420670972853,1.264898553469103,0.11519008083269
11111000010111110100001111110010,32,14.053877054917425,1.1477961499551141,0.15559087553992867
00010111100101101111001101010000,32,5.698522224138922,0.755762246354734,0.5403643483296037
01100001101001100110110010000110,32,10.50069001207521,1.02121783798334,0.23859839932993054
10010000010000101101000110111001,32,1.0737910413432235,0.030919776316143045,1.0
10000101110111011001000100110010,32,1.622275889828072,0.2101247137722302,0.9824363365769386
10101000010001010110000011010100,32,5.406233109079409,0.7328947679265649,0.5581026207655668
10000000101110001101100011110000,32,13.123939311795098,1.1180642134380694,0.1672297534532845
10011000010001000101110000010111,32,4.399994249899374,0.6434521089319593,0.687385231256485
10101001001110000011100000001111,32,10.013439628050634,1.0005832837620185,0.25947750313207507
10011011111110010011000001101111,32,13.418074209155805,1.127690189428191,0.16353098209947348
01010101000110011000000100111101,32,4.560133164399343,0.6589775250590408,0.6693972200155258
00001001100111010001011100111001,32,3.8281582427692484,0.5829898817017394,0.7653286177664995
00011100010010111110110101001000,32,4.344563279857398,0.6379461272333802,0.6996031031012535
00010111111010110001011000000111,32,17.389575265843014,1.2402889746448449,0.12221075454726815
10100100010011010100011110000000,32,8.386345153897336,0.923572732542665,0.3382362127304077
10010110011000111101000101100010,32,1.622275889828072,0.2101247137722302,0.9824363365769386
10100000010111010100101101101110,32,8.154434814678222,0.9113938653919128,0.3468504622578621
01001010110101110110101111011110,32,7.781438675176815,0.8910598991655179,0.36415534373372793
00000100101110110111001011111000,32,7.479857397504456,0.8738933181763231,0.3916675252839923
01011010001000000010110101101100,32,11.144639674051438,1.047066031533091,0.21475592628121376
11101110011010001110101001111011,32,2.94045770800989,0.46841493741599605,0.8344384878873825
11110000010110000000111000000101,32,14.905842357167359,1.1733565238595909,0.14749777736142278
10111111101000011001110110110100,32,8.765133032685215,0.94275851197832,0.3205808191560209
01101101111011101001001110101101,32,2.534040595710425,0.403813568065893,0.8942457959055901
00010101111010100010000111001111,32,8.062158587775286,0.9064513367490968,0.34843529388308525
11010011101110001110111100100000,32,4.78858605025588,0.6802072960403499,0.6378443222492933
00100101110000100000011011011001,32,4.938029777590073,0.6935537045112761,0.6189955826848745
11101101000010001011010001110001,32,6.531366798918981,0.8150040742481739,0.4680820880457759
11010010111111100110100011100000,32,9.890272472625416,0.9952082563825846,0.2660464704968035
11011001000101011110100100000111,32,1.0737910413432235,0.030919776316143045,1.0
11011100001100011010101111011010,32,2.272526019205336,0.3565088643616008,0.9219896718859673
00000000110010111001100111001100,32,27.448702713408593,1.4385218235503454,0.05871403496712446
01101100001100000000101100011010,32,18.820532970438094,1.2746319178607841,0.11019684607163072
01011001101011101011100111100011,32,1.622275889828072,0.2101247137722302,0.9824363365769386
10111001110101001001110111000000,32,6.62502304997234,0.8211873936214312,0.4549607578665018
01100111100111101011000110011110,32,7.958771778506124,0.900846051283658,0.3569416543468833
01001100110100011101110111000001,32,4.276827094474154,0.6311216927553683,0.7166933510452509
11101001011000100101011000011101,32,2.1463400609510668,0.33169853165341173,0.9404025338590145
00010101110110010110101011110000,32,3.752026910470933,0.5742659445863233,0.7702560033649206
10011011011011111010010100111011,32,4.776827094474154,0.6791395215272746,0.6409415360540152
11011101100010000000000001001110,32,358.29690769588467,2.5542430599763004,0.004340389743447304
10000111010110100011101101110010,32,3.478782128687252,0.541427230336609,0.7877077963203192
00010001111000000111000110101011,32,7.151042255308433,0.8543693442823834,0.4154778951779008
10100001010000111001100011110010,32,5.501552527169225,0.740485263828259,0.5488863550126553
11101110010011000100010110010110,32,4.75668449197861,0.6773043458834449,0.6507182158529758
00101101011000000111001111100010,32,4.69062019792243,0.6712302693095106,0.6590078175067902
10000101001011000000100001010011,32,6.686319122653612,0.8251871006292828,0.4486632104963064
00000000111101110110000010100101,32,19.627663095215276,1.2928685947977374,0.10046650003641844
01100101010101011001101000101111,32,6.563452360416307,0.8171323373458214,0.46359608229249716
11101101111000001110011001000001,32,7.826732217813811,0.893580475213104,0.3626392250880599
00011000000011100111101001110011,32,13.706309503273449,1.1369205344306064,0.16005554283037782
00010110100000110000111100110100,32,3.5582657696509687,0.5512383827536047,0.7820024024695158
01001010000110101000000110000010,32,6.496496800762978,0.8126792289147736,0.474373041652143
00100110011101110111001110010101,32,4.75668449197861,0.6773043458834449,0.6507182158529758
01001100010011111100111010111000,32,7.027875099883214,0.8468240345657849,0.42438558116555214
00000000000101100011010110100110,32,171.2566844919786,2.2336475318802247,0.010462463367730379
01001100100010001011110111110000,32,2.7088896555689725,0.43279131475870447,0.8793568536639214
01110001111011110110010101100101,32,2.272526019205336,0.3565088643616008,0.9219896718859673
10101010111111000011111011111000,32,12.508796266003621,1.0972155191110793,0.1783694038167596
01111110101101001001111110111011,32,16.063372057286863,1.2058367185360426,0.13698913156986237
01001110110000110011110111110000,32,8.184796733942843,0.9130078983572286,0.34524884819984436
01100101111101100110011100010110,32,4.276827094474154,0.6311216927553683,0.7199535761028528
00011100000001101010110010001111,32,9.592227506838512,0.9819194707364169,0.28282905323430896
00000111001001010100011111110000,32,10.013439628050634,1.0005832837620185,0.25947750313207507
10011000011100011011110001101100,32,6.915128514749008,0.8398002557002392,0.43349739722907543
10100111001101101110011101110100,32,4.75668449197861,0.6773043458834449,0.6507182158529758
01111010100100111100111100000110,32,7.567149675119314,0.8789323242193876,0.3863956294953823
01000100110010001111001001001011,32,2.94045770800989,0.46841493741599605,0.8273067455738783
01011110100111110100000110110011,32,7.655609223161405,0.8839797569845627,0.37684890627861023
00101100010110011011101010101100,32,5.319964349376114,0.7259087219715318,0.5657454077154398
11000101010110000000111111111000,32,48.23246361481655,1.683339445355324,0.027280117385089397
01101111101110000111101010011100,32,2.7088896555689725,0.43279131475870447,0.8793568536639214
11100101100100111010010001001001,32,4.408199643493761,0.6442612551051359,0.6848681457340717
10100100101110001100001111011001,32,2.2190500833764593,0.34616710425479924,0.9305477626621723
11000010101101100011101011001110,32,1.622275889828072,0.2101247137722302,0.9824363365769386
00001111001011010111011001011001,32,3.3857167500431258,0.5296506221016779,0.7993260528892279
